drug protein1 protein2 protein3 protein4 protein5 protein6 protein6 protein8 protein9 protein10
Trimeth DHFR CD44 SLC16A1 MDM2 NR1I2 NEU1 CES1 EGFR RB1 PLAT
Gemcita AK1 TYMS VDR HMGCR ITGAL HDAC2 MDM2 TOP2A RB1 SCN3A
Entecav PNP PDE4A PDE4B PDE4D ADORA1 CACNA1G ADORA2B ADRA2A PTGS2 PDE9A
Tenipos TOP2B TOP2A DLD DLD GLUD1 CCNA2 GABRB2 GABRA4 GABRG2 CXCL12
Chloram ADRA1A ADRB2 SLC6A2 ACHE PHGDH ADRA1B ADRB1 ADRA1D FDX1 ADRB3
Lansopr PTGS2 PDPK1 OPRK1 HRH2 HTR2A ADRA1A PTGS1 BRAF SLC6A4 CHRM2
Dipivef ADRB1 ADRA1B ADRB3 ADRA1D ADRB2 ADRA2B HRH2 ACHE HTR4 PTGFR
Droperi DRD3 DRD2 ADRA1D ADRA1B DRD4 CALM1 KCNH2 HTR2A HRH2 CHRM2
Meperid OPRM1 OPRD1 GRIN2C GRIN2B GRIN2D CHRM1 OPRK1 GRIN1 SLC6A3 SLC6A2
Loratad OPRM1 OPRD1 OPRK1 SLC6A4 SLC6A2 SLC6A3 POMC CALM1 AR HTR1D
Prazosi ADRA1A ADRA1B ADRA1D KCNH2 HRH2 CACNA1D CACNA1C CACNB2 CALM1 CHRM2
Imipram CHRM3 CHRM4 CHRM2 SLC6A4 CHRM1 CHRM5 HTR2A HTR2B ADRA1A SLC6A3
Acitret RARA RARB RARG RXRA RXRB RHOA ITGAL CHRM2 HNF4A CHI3L1
Vertepo HMGCR PTGFR PTGS2 PTGS1 RXRA TOP1 LDLR ADRA1A RXRB ADRB2
Nabumet PTGS1 PTGS2 SOD2 MMP2 PPARG NOS2 SERPINE EGFR RXRA CNR1
Ketorol PTGS1 PTGS2 CHRM1 CASP1 CHRM3 KCND2 KCND3 HTR1A SOD2 SERPINE
Montelu HMGCR PTGS1 PTGS2 RXRA MT-ND1 KCNJ3 KCNJ6 GABRA1 GRIN3A TLR4
Fluoxet SLC6A4 SLC6A2 CHRM2 CHRM3 CHRM1 CHRM5 CHRM4 HTR2A SLC6A3 DBH
Methohe GABRA4 GABRA3 GABRA1 GRIA2 CHRNA4 CHRNA7 GABRG2 GRIK2 HTR1A GRIA1
Chlordi GABRG2 GABRA1 GABRG1 GABRG3 GABRR2 GABRR1 GABRB3 GABRB2 GABRA4 GABRA3
Duloxet SLC6A4 SLC6A2 SLC6A3 MTNR1B MTNR1A DBH SLC18A2 CHRM3 SLC6A1 SLC6A5
Chlorpr DRD2 ADRA1A ADRA1B DRD5 DRD3 HTR2C SLC6A4 ADRA1D DRD1 HTR2A
Rimanta GRIN3A GRIN2B SCN5A DRD2 GRIN3B CHRNA2 GRM5 ADORA1 GRIN1 GRIN2D
Amikaci BCHE ACHE ADRA1A CHRM1 ADRA2A CES1 SLC6A3 GRIN3A HTR1A SCN10A
Lenalid PTGS1 PTGS2 SCN10A NFKB1 FGFR2 TNF MGAM SOD2 MMP2 PPARG
Raloxif ESR1 ESR2 PGR AR PDE4D PDE4A PDE4B PGD ESRRA HTR2A
Celecox PTGS2 PTGS1 PPARG CNR2 SOD2 NOS2 MMP2 PDE6H EGFR PDE6G
Brimoni ADRA2A ADRA2B ADRA2C PTGFR AKR1C3 PTGER3 PTGER1 ADRA1A MTNR1B ACACA
Dicloxa S100A12 S100A1 S100A13 S100B S100A2 PTGS2 PTGS1 CHRM2 S100A4 CKMT1A
Nabilon PPARA OPRK1 OPRM1 OPRD1 PPARD HTR2A GABRA1 GABRG2 GABRB2 P2RY12
Sotalol ADRB2 ADRB1 ADRB3 KCNH2 HTR4 KCNJ11 CACNA1C KCNK1 MYH7 KCNJ12
Buspiro HTR2A DRD3 ADRA1A ADRA1B CHRM3 CHRM2 ADRA1D MC2R SLC6A4 HTR2C
Miglito SI PDE4A PDE4D PDE4B PGD VARS CHRNA2 CHRM2 DPEP1 RPL13A
Fosinop ACE ACE2 MYH7 AGTR2 REN NR3C2 PPBP PPARG ABCC8 ITGB3
Cefotax RARA RARB RARG RXRB RXRA RXRG OPRM1 OPRD1 OPRK1 PTGS2
Entacap MAOB TUBB1 TUBB HTR1B HTR1D SLC6A2 GRIN1 HTR2A MAOA AR
Zidovud TYMS CMPK1 RRM1 CES1 NEU1 PRKAB1 PTGS2 MMP20 MMP20 AK1
Darifen CHRM3 CHRM2 CHRM1 CHRM5 CHRM4 MTNR1B MTNR1A PCSK2 TACR1 OPRM1
Oxycodo OPRK1 OPRM1 OPRD1 OPRL1 CNR1 DRD4 P2RY2 FPR1 GRIK1 SSTR1
Flutami PGR NR3C2 NR3C1 PPARG AR HMGCR ESR1 GABRB1 GABRR2 GABRB2
Tolmeti PTGS1 PTGS2 CASP1 CHRM1 PPARG SOD2 MMP2 NOS2 EGFR KCND2
Cimetid HRH2 HTR6 UBE2D2 DRD1 ADRA1D ADRB3 GABRA1 ADRA1A MT-ND1 KCNMA1
Haloper DRD2 DRD1 DRD3 HTR1A HTR2A ADRA1A ADRA1B HTR2C DRD5 ADRA2C
Ritonav LHCGR GNRHR SLC6A4 ADRA1A HTR1A HTR2C ADRA1B ADRA2A SLC6A2 SLC6A3
Nitazox SCN5A PGD CHRM1 SLC6A3 SLC6A4 SLC6A2 HTR4 DRD2 ADRB1 CHRM3
Cisplat AOC3 ESR1 ESR2 MAOA MAOB NR1I2 ABAT TOP2A PTGS2 PTGS1
Albenda GAA NAGPA TUBB4 TUBB TUBB3 PDE5A GABRB3 TUBA1B TUBA3C TUBA1C
Trandol ACE ACE2 REN MYH7 AGTR2 ADRB2 ADRB1 NR3C2 NPPB PPARG
Caspofu LHCGR ACE FSHR TSHR ACE2 ADRA1A ADRA2A KCNH2 CHRM3 CHRM2
Carteol ADRB2 ADRB1 ADRB3 HTR4 MYH7 HTR6 REN HRH2 MMP13 PPARG
Metolaz SLC12A1 SLC12A2 SLC12A3 CA2 ACE2 KCNE1 PRLR KCNQ1 IL3 CA4
Oxalipl TOP1 RRM1 DCK CHRM3 CHRNA2 CHRM2 ABAT PDGFRB FLT3 KDR
Foscarn FDPS PTPRS PTPRE PTPN4 ATP6V1A CACNA1C KCNH2 KCNK1 KCNJ11 NR3C1
Erlotin ERBB2 DHFR SCN10A ABCC2 ADRA1A ADRA1D ADRA1B PTK2 CYP2C9 CYP3A4
Cycloph NOS2 NR0B1 ADRA2B NR3C1 ADRA2A ADRA2C ADRB2 ADRA1A CALM1 TOP2A
Mepheny SCN5A SCN10A GABRA1 GABRA3 GABRA4 ELN GRIA2 CHRNA7 SCN4A SCN2A
Rofecox PTGS1 PTGS2 PPARD AKR1B1 OXT PPARG MMP2 NOS2 SERPINE EGFR
Cefdini TPO ARPC5 INS MIF PTGS1 PTGS2 CCL8 TNFRSF1 ABCC8 TOP2A
Ciprofl TOP2B TOP2A CCNA2 CXCL12 CHEK1 TOP1 DHFR RRM2 CDK1 ANXA2
Gadover ACE CHRM1 SCN5A CHRM2 CHRM3 CHRNA2 ACE2 CHRM4 CHRM5 KCNK9
Toremif ESR2 ADRA2A ADRA2B ADRA1A DRD2 HTR2A ADRA1D CHRM1 CHRM3 CHRM4
Nortrip CHRM3 CHRM4 CHRM2 CHRM1 CHRM5 ADRA1A SLC6A4 HTR2A SLC6A2 ADRA1B
Vincris TUBB TOP2A TUBB1 TUBB2C TUBB3 PTK2B TUBA8 TUBG1 AK1 TOP1
Benazep ACE ACE2 AGTR1 AGTR2 MYH7 PPARG NR3C2 PPBP OPRK1 OPRM1
Amoxapi DRD2 DRD3 HTR2A HTR2C CHRM5 CHRM3 DRD1 ADRA1B DRD4 DRD5
Desoxim NR3C1 AR NR3C2 ANXA1 PGR NR0B1 NOS2 RSL24D1 SMO ESR1
Azelaic RARA RARB RARG RXRB HDAC9 ABAT CACNA1A RXRA RXRG ADRB2
Zafirlu NR3C1 ALOX5 PTGS2 ADRA1A PTGS1 CHUK IKBKB HRH2 HTR7 PPARG
Propylt MPO ACACB ADRB1 CACNA1H KCNH2 GABRA3 GABRA4 CDK7 GRIK2 CHRNA4
Piroxic PTGS2 PTGS1 EGFR CASP1 PPARG MMP2 SOD2 NOS2 SERPINE MAPK3
Lamotri SCN3A SCNN1A SCNN1G SCNN1D SCN4A RARG NCAN SCN5A DHFR GABRA1
Hydroxy S100A12 S100A1 S100A13 S100B S100A2 NTSR2 CHRM1 CHRM2 ADRA1A S100P
